Nº OCORRÊNCIA;DATA DO FATO;HORA DO FATO;TIPO OBJETO;ACAO OBJETO;GRUPO DE INCIDENTE;TIPO DE INCIDENTE;UF;MUNICIPIO;BAIRRO;LOGRADOURO;TIPO DE LOCAL;TIPO;MARCA;MODELO;COR VEICULO
54375263;23/04/2024;17:30:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM VEICULO;ES;VITORIA;CENTRO;AV. MARECHAL MASCARENHAS DE MORAES;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTO 8;Sem Informacao (Cor)
54375701;23/04/2024;09:00:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;VILA VALERIO;CENTRO;R. BENEDITO ALVES SOARES;VIA PUBLICA;MOTOCICLETA;HONDA;CG 150 TITAN ES;PRETO
54376958;23/04/2024;23:00:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO: CICLOMOTOR;ES;CACHOEIRO DE ITAPEMIRIM;COUTINHO;Sem Informacao;VIA PUBLICA;MOTOCICLETA;HONDA;CG 125 TITAN KS;PRATA
54394215;23/04/2024;17:30:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;GUARAPARI;MUQUICABA;Sem Informacao;VEICULO;Sem Informacao (Tipo);SAMSUNG;SAM GALAX A156M 5G 128GB AZULCLARO;Sem Informacao (Cor)
54402732;23/04/2024;22:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;CARIACICA;MARACANA;AV. ALICE COUTINHO SANTOS;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 12;Sem Informacao (Cor)
54406081;23/04/2024;17:33:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;GUARAPARI;CENTRO;AV. DR. ROBERTO CALMON;COMERCIO;Sem Informacao (Tipo);XIAOMI;REDMI NOTE 10S ONYX GRAY;Sem Informacao (Cor)
54409481;23/04/2024;20:00:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: BICICLETA;ES;SERRA;COLINA DE LARANJEIRAS;AV. BRAUNA;RESIDENCIA;Sem Informacao (Tipo);caloi;velox aro 29 - v-brake;Sem Informacao (Cor)
54410627;23/04/2024;08:20:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: BICICLETA;ES;LINHARES;CENTRO;AV. JOAO FELIPE CALMON;COMERCIO;Sem Informacao (Tipo);ECOS ONIX;BICICLETA 29 ALUM ECOS ONIX CINZA;Sem Informacao (Cor)
54410951;23/04/2024;00:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;CARIACICA;VERA CRUZ;RUA VICENTE SANTORIO FANTINI;VEICULO;Sem Informacao (Tipo);SAMSUNG;A 14 VERDE LIMA;Sem Informacao (Cor)
54420853;23/04/2024;19:00:00;BICICLETA;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;SAO TORQUATO;PRACA GETULIO VARGAS;VIA PUBLICA;Sem Informacao (Tipo);gts;29;Sem Informacao (Cor)
54435981;23/04/2024;Indeterminada;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM ESTABELECIMENTO COMERCIAL;ES;RIO BANANAL;ZONA RURAL;Sem Informacao;COMERCIO;Sem Informacao (Tipo);SAMSUNG;GAL A05 128G;Sem Informacao (Cor)
54444004;23/04/2024;10:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: APROPRIACAO INDEBITA;ES;CARIACICA;ORIENTE;RUA ALFREDO COUTO TEIXEIRA;RESIDENCIA;Sem Informacao (Tipo);MOTOROLA;MOTO G20;Sem Informacao (Cor)
54465893;23/04/2024;20:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;ALVORADA;RUA DO SOL;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;GALAXY A32;Sem Informacao (Cor)
54480890;23/04/2024;19:40:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;ARACAS;RUA PANAMA;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A20;Sem Informacao (Cor)
54362372;24/04/2024;02:20:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: CICLOMOTOR;ES;VITORIA;JARDIM CAMBURI;AVENIDA DANTE MICHELINE;VIA PUBLICA;MOTOCICLETA;HONDA;CG 160 FAN;VERMELHO
54363219;24/04/2024;02:10:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;CARAPINA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;JA 03;Sem Informacao (Cor)
54363333;24/04/2024;04:00:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;CARIACICA;VISTA MAR;RUA MARINHO;VIA PUBLICA;CAMINHONETE;FIAT;STRADA HD WK CC E;BRANCO
54363351;24/04/2024;06:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;BAIRRO DE FATIMA;RUA NAO INFORMADA ATRAS DA IGREJA BATISTA;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 14 PRO MAX;Sem Informacao (Cor)
54364288;24/04/2024;09:30:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;MIMOSO DO SUL;CENTRO;RUA SIQUEIRA CAMPOS;VIA PUBLICA;Sem Informacao (Tipo);Monark;BARRA CIRCULAR;Sem Informacao (Cor)
54364684;24/04/2024;10:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;VILA VELHA;ATAIDE;PRES GETULIO VARGAS;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;Sem Informacao (Modelo);Sem Informacao (Cor)
54365219;24/04/2024;10:00:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;VILA VELHA;COQUEIRAL DE ITAPARICA;Sem Informacao;OUTRO LOCAL;Sem Informacao (Tipo);ADIVAN SEVEN;FEMININA;Sem Informacao (Cor)
54365606;24/04/2024;11:47:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;GUACUI;CENTRO;AV JOSE ALEXANDRE;VIA PUBLICA;Sem Informacao (Tipo);COLY VENINI;COLY VENINI;Sem Informacao (Cor)
54366185;24/04/2024;10:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: EM TRANSPORTE COLETIVO;ES;VITORIA;JUCUTUQUARA;AVENIDA CESAR HILAL;VEICULO;Sem Informacao (Tipo);MOTOROLA;MOTO G22;Sem Informacao (Cor)
54366203;24/04/2024;13:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;SAO FRANCISCO;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);APPLE;Sem Informacao (Modelo);Sem Informacao (Cor)
54366528;24/04/2024;12:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM RESIDENCIA/CONDOMINIO;ES;GUACUI;SANTA CRUZ;RUA RUI BARBOSA;RESIDENCIA;Sem Informacao (Tipo);MOTOROLA;Sem Informacao (Modelo);Sem Informacao (Cor)
54366876;24/04/2024;12:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM VEICULO;ES;GUARAPARI;MUQUICABA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;7A;Sem Informacao (Cor)
54367032;24/04/2024;13:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: EM TRANSPORTE COLETIVO;ES;CARIACICA;JARDIM AMERICA;Sem Informacao;VEICULO;Sem Informacao (Tipo);XIAOMI;REDMI NOTE 12;Sem Informacao (Cor)
54367070;24/04/2024;14:40:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;MARATAIZES;OUTRO LOCAL;Sem Informacao;COMERCIO;Sem Informacao (Tipo);XIAOMI;REDMI 9A;Sem Informacao (Cor)
54367356;24/04/2024;16:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM TRANSPORTE COLETIVO;ES;VILA VELHA;GLORIA;AVENIDA CARLOS LINDEMBERG;VEICULO;Sem Informacao (Tipo);XIAOMI;REDMI NOTE 10 GRAFITE GRAY;Sem Informacao (Cor)
54367388;24/04/2024;09:40:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;VILA VELHA;PRAIA DE ITAPARICA;RUA ITAOCA;COMERCIO;Sem Informacao (Tipo);raasch;FEMININA;Sem Informacao (Cor)
54367838;24/04/2024;16:40:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL;ES;SERRA;RESIDENCIAL CENTRO DA SERRA;RUA ANDIROBA BRANCA;COMERCIO;Sem Informacao (Tipo);MOTOROLA;MOTO G 54;Sem Informacao (Cor)
54368399;24/04/2024;17:00:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;VILA VELHA;ITAPOA;RUA CURITIBA;VIA PUBLICA;MOTOCICLETA;HONDA;CG 160 FAN;PRETO
54368777;24/04/2024;Indeterminada;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM RESIDENCIA/CONDOMINIO;ES;SERRA;NOVA CARAPINA I;AV BELO HORIZONTE;RESIDENCIA;Sem Informacao (Tipo);OUTROS;P10;Sem Informacao (Cor)
54369073;24/04/2024;19:00:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;CARIACICA;CAMPO GRANDE;RODOVIA LESTE OESTE;VIA PUBLICA;AUTOMOVEL;PEUGEOT;307 HBFELINE A;PRATA
54369175;24/04/2024;19:15:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;SERRA;SAO PATRICIO;RUA SAO PAULO;VEICULO;AUTOMOVEL;VOLKSWAGEM;GOL III;PRATA
54369472;24/04/2024;19:45:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: CICLOMOTOR;ES;VITORIA;JARDIM CAMBURI;AV DOS EXPEDICIONARIOS;VIA PUBLICA;MOTOCICLETA;HONDA;XRE 300;VERMELHO
54369500;24/04/2024;15:10:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;SAO BENEDITO;NA RODOVIA LESTE OESTE;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;13 LITE;Sem Informacao (Cor)
54369500;24/04/2024;15:10:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;SAO BENEDITO;NA RODOVIA LESTE OESTE;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;13 LITE;Sem Informacao (Cor)
54370030;24/04/2024;06:45:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;VITORIA;JABOUR;NA AVENIDA PRINCIPAL;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE;Sem Informacao (Cor)
54370258;24/04/2024;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: EM TRANSPORTE COLETIVO;ES;VILA VELHA;ATAIDE;NA VIA  PRINCIPAL PERTO DA PRACINHA;VEICULO;Sem Informacao (Tipo);SAMSUNG;GALAXY S21 FE 5G;Sem Informacao (Cor)
54370404;24/04/2024;18:30:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;SERRA;PARQUE JACARAIPE;ARACAJU;VIA PUBLICA;AUTOMOVEL;CHEVROLET;CLASSIC LS;PRETO
54371480;24/04/2024;22:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;ITAPEMIRIM;ITAIPAVA;RUA BELO HORIZONTE;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;Sem Informacao (Modelo);Sem Informacao (Cor)
54371663;24/04/2024;22:20:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;LINHARES;AVISO;AV FILOGONIO PEIXOTO;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTOROLA 13;Sem Informacao (Cor)
54371821;24/04/2024;Indeterminada;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;SANTA MARIA DE JETIBA;SAO LUIS;FLORENCIO AUGUSTO BERGER;VIA PUBLICA;MOTOCICLETA;HONDA;NXR160 BROS ESDD;VERMELHO
54371833;24/04/2024;17:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM TRANSPORTE COLETIVO;ES;VITORIA;VILA RUBIM;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;SM-J810M;Sem Informacao (Cor)
54371845;24/04/2024;20:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;CENTRO;PRACA AMERICO POLI MONJARDIM;ESCOLA;Sem Informacao (Tipo);SAMSUNG;GALAXY A54;Sem Informacao (Cor)
54371878;24/04/2024;07:20:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM TRANSPORTE COLETIVO;ES;CARIACICA;NOVA ROSA DA PENHA;RUA OITENTA E CINCO;VEICULO;Sem Informacao (Tipo);APPLE;IPLONE XR;Sem Informacao (Cor)
54372008;24/04/2024;06:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;SAO DOMINGOS DO NORTE;ZONA RURAL;RANCHO FUNDO;OUTRO LOCAL;Sem Informacao (Tipo);SAMSUNG;GALAXY A546;Sem Informacao (Cor)
54372038;24/04/2024;11:00:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;VITORIA;BENTO FERREIRA;AV CEZAR HILAL;REPARTICAO PUBLICA;Sem Informacao (Tipo);CALOI CECI;Bicicleta Antiga Caloi Ceci Plus Edicao Limitada;Sem Informacao (Cor)
54372040;24/04/2024;15:30:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;ANCHIETA;IRIRI;CONSTRUCAO DA PRACA DE IRIRI;OUTRO LOCAL;Sem Informacao (Tipo);LG;K8+;Sem Informacao (Cor)
54372329;24/04/2024;20:45:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;JARDIM LIMOEIRO;RUA NELCY LOPES VIEIRA;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;REDMI 13C;Sem Informacao (Cor)
54372370;24/04/2024;19:02:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: BICICLETA;ES;VITORIA;BONFIM;AV. NOSSA SENHORA DA PENHA;COMERCIO;Sem Informacao (Tipo);Monark;Ano 1986;Sem Informacao (Cor)
54372470;24/04/2024;11:40:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;AV CENTRAL;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;POCO X5;Sem Informacao (Cor)
54372620;24/04/2024;02:20:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM RESIDENCIA/CONDOMINIO;ES;SERRA;ANDRE CARLONI;RUA WAGNER JUAN DE ALMEIDA GOMES;RESIDENCIA;Sem Informacao (Tipo);CROSS;ARO 29;Sem Informacao (Cor)
54373038;24/04/2024;20:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;PORTO DE SANTANA;AV VALE DO RIO DOCE;VIA PUBLICA;Sem Informacao (Tipo);OUTROS;C21Y;Sem Informacao (Cor)
54373279;24/04/2024;19:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;JARDIM CAMBURI;RUA TEOFILO COSTA;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A 53 ED;Sem Informacao (Cor)
54373392;24/04/2024;13:40:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;JARDIM CAMBURI;RUA VITORINO CARDOSO;OUTRO LOCAL;Sem Informacao (Tipo);OUTROS;REALME C11;Sem Informacao (Cor)
54373427;24/04/2024;13:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM TRANSPORTE COLETIVO;ES;SERRA;NOVA CARAPINA II;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);LG;K22;Sem Informacao (Cor)
54373709;24/04/2024;22:20:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;ENSEADA DO SUA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A13;Sem Informacao (Cor)
54373731;24/04/2024;19:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;ALTO LAGE;ROD BR 262;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTO G 84;Sem Informacao (Cor)
54374016;24/04/2024;18:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;SERRA;COLINA DE LARANJEIRAS;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;GALAXY  A54 5G;Sem Informacao (Cor)
54374057;24/04/2024;19:32:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;CASTELO BRANCO;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;POCO F5;Sem Informacao (Cor)
54374448;24/04/2024;05:40:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;VITORIA;SANTA LUIZA;MARIA SCARDUA;RESIDENCIA;Sem Informacao (Tipo);CALOY;INFANTIL;Sem Informacao (Cor)
54374575;24/04/2024;21:30:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;SERRA;CHAPADA GRANDE;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;AS 01;Sem Informacao (Cor)
54374713;24/04/2024;14:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM TRANSPORTE COLETIVO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 11;Sem Informacao (Cor)
54374917;24/04/2024;21:30:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: BICICLETA;ES;LINHARES;CONCEICAO;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);caloi;ARO 29 TAM 17;Sem Informacao (Cor)
54374981;24/04/2024;18:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;MORADA DE SANTA FE;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);OUTROS;BUSTER PRETO;Sem Informacao (Cor)
54375251;24/04/2024;11:51:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;VILA RUBIM;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A71;Sem Informacao (Cor)
54375255;24/04/2024;20:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;CENTRO;PRACA AMERICO POLI MONJARDIM;ESCOLA;Sem Informacao (Tipo);SAMSUNG;GALAXY A54;Sem Informacao (Cor)
54375876;24/04/2024;20:50:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;JARDIM MARILANDIA;RUA BOAPABA;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE XR;Sem Informacao (Cor)
54383035;24/04/2024;18:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;SERRA;LAGOA DE JACARAIPE;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;SM-A546E/DS;Sem Informacao (Cor)
54384902;24/04/2024;03:00:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;SERRA;COLINA DE LARANJEIRAS;AVENIDA BRAUNA;RESIDENCIA;Sem Informacao (Tipo);caloi;T17 ARO 19;Sem Informacao (Cor)
54402718;24/04/2024;10:56:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;CARIACICA;CAMPO GRANDE;AV. EXPEDITO GARCIA;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;NOTE 10;Sem Informacao (Cor)
54402788;24/04/2024;12:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;CARIACICA;CAMPO GRANDE;EXPEDITO GARCIA;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 13;Sem Informacao (Cor)
54402888;24/04/2024;19:25:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;CARIACICA;MARACANA;AV JOCARLY GOMES SALLES;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTOROLA ONE ZOOM TITANIUM 128;Sem Informacao (Cor)
54403007;24/04/2024;12:15:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;CARIACICA;CAMPO GRANDE;Sem Informacao;VEICULO;Sem Informacao (Tipo);SAMSUNG;GALAXY A12;Sem Informacao (Cor)
54406974;24/04/2024;21:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;SAO GERALDO;CARAPINA;RODOVIA ESTADUAL;Sem Informacao (Tipo);MOTOROLA;MOTO E22;Sem Informacao (Cor)
54410826;24/04/2024;03:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;VIANA;MARCILIO DE NORONHA;RUA ROMANA;RESIDENCIA;Sem Informacao (Tipo);SAMSUNG;GALAXY S9;Sem Informacao (Cor)
54425260;24/04/2024;05:20:00;BICICLETA;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;OUTRO LOCAL;AV. MARECHAL MASCARENHAS DE MORAES;OUTRO LOCAL;Sem Informacao (Tipo);Nao sei dizer;Bicicleta dobravel;Sem Informacao (Cor)
